gpu,gpu_full_name,kernel,seq_len,head_dim,duration_mean_ns,duration_std_ns,duration_median_ns,duration_min_ns,duration_max_ns,kernels_per_iter,data_source,grid_x,grid_y,grid_z,block_x,block_y,block_z,registers_per_thread,static_shared_mem_bytes,dynamic_shared_mem_bytes,memcpy_h2d_bytes,memcpy_h2d_duration_ns,memcpy_d2h_bytes,memcpy_d2h_duration_ns
h100,NVIDIA H100 80GB HBM3,cudnn,1024,128,25294.0,51.31943306902674,25311.0,25184.0,25376.0,1.0,kernel_table,8.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,230400.0,15728640.0,693975.0,5242880.0,217854.0
h100,NVIDIA H100 80GB HBM3,flash,1024,128,17998.15,38.124829594097164,17984.0,17952.0,18112.0,2.0,kernel_table,16.0,8.0,1.0,128.0,1.0,1.0,244.0,0.0,81920.0,15728640.0,699540.0,5242880.0,214428.0
h100,NVIDIA H100 80GB HBM3,flash3,1024,128,27679.75,103.74151835971433,27648.0,27456.0,27872.0,1.0,kernel_table,132.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,216064.0,15728640.0,694396.0,5242880.0,207038.0
h100,NVIDIA H100 80GB HBM3,math,1024,128,114525.2,202.82831734200593,114478.0,114272.0,114942.0,15.0,kernel_table,256.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,15728640.0,700311.0,5242880.0,214653.0
h100,NVIDIA H100 80GB HBM3,mea,1024,128,61538.4,84.9708309083956,61503.0,61407.0,61695.0,1.0,kernel_table,16.0,1.0,1.0,32.0,8.0,1.0,128.0,0.0,52224.0,15728640.0,694551.0,5242880.0,214398.0
h100,NVIDIA H100 80GB HBM3,cudnn,1024,64,18478.05,35.27556930049016,18464.0,18431.0,18560.0,1.0,kernel_table,8.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,230400.0,7864320.0,410173.0,2621440.0,126239.0
h100,NVIDIA H100 80GB HBM3,flash,1024,64,16548.5,73.68246238527792,16575.0,16416.0,16672.0,2.0,kernel_table,16.0,4.0,1.0,128.0,1.0,1.0,255.0,0.0,73728.0,7864320.0,409724.0,2621440.0,122271.0
h100,NVIDIA H100 80GB HBM3,flash3,1024,64,29847.5,149.75154862568024,29871.5,29535.0,30112.0,1.0,kernel_table,132.0,1.0,1.0,512.0,1.0,1.0,128.0,0.0,199680.0,7864320.0,409503.0,2621440.0,121792.0
h100,NVIDIA H100 80GB HBM3,math,1024,64,98300.8,244.80036979676234,98287.0,97791.0,98783.0,15.0,kernel_table,128.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,7864320.0,409240.0,2621440.0,123871.0
h100,NVIDIA H100 80GB HBM3,mea,1024,64,65978.3,34.829056230319196,65983.0,65919.0,66079.0,1.0,kernel_table,16.0,1.0,1.0,32.0,4.0,1.0,128.0,0.0,18944.0,7864320.0,409913.0,2621440.0,122367.0
h100,NVIDIA H100 80GB HBM3,cudnn,2048,128,44767.5,81.27568419955173,44736.0,44671.0,45024.0,1.0,kernel_table,16.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,230400.0,31457280.0,1275477.0,10485760.0,411639.0
h100,NVIDIA H100 80GB HBM3,flash,2048,128,28282.75,111.43507668498943,28272.0,28096.0,28607.0,2.0,kernel_table,32.0,8.0,1.0,128.0,1.0,1.0,244.0,0.0,81920.0,31457280.0,1276721.0,10485760.0,399931.0
h100,NVIDIA H100 80GB HBM3,flash3,2048,128,45954.9,241.54914504854742,46063.5,45440.0,46240.0,1.0,kernel_table,132.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,216064.0,31457280.0,1279351.0,10485760.0,396703.0
h100,NVIDIA H100 80GB HBM3,math,2048,128,236337.7,379.6117268445414,236301.0,235677.0,237085.0,15.0,kernel_table,512.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,31457280.0,1285674.0,10485760.0,395386.0
h100,NVIDIA H100 80GB HBM3,mea,2048,128,118276.9,599.0821839763679,118366.5,117311.0,119199.0,1.0,kernel_table,32.0,1.0,1.0,32.0,8.0,1.0,128.0,0.0,52224.0,31457280.0,1277328.0,10485760.0,402075.0
h100,NVIDIA H100 80GB HBM3,cudnn,2048,64,31212.45,47.88305380930986,31200.0,31104.0,31327.0,1.0,kernel_table,16.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,230400.0,15728640.0,694298.0,5242880.0,218267.0
h100,NVIDIA H100 80GB HBM3,flash,2048,64,21257.2,149.6738911240385,21295.5,20736.0,21408.0,2.0,kernel_table,32.0,8.0,1.0,128.0,1.0,1.0,255.0,0.0,73728.0,15728640.0,699894.0,5242880.0,218044.0
h100,NVIDIA H100 80GB HBM3,flash3,2048,64,47209.2,285.51958177846114,47311.0,46591.0,47616.0,1.0,kernel_table,132.0,1.0,1.0,512.0,1.0,1.0,128.0,0.0,199680.0,15728640.0,694298.0,5242880.0,215776.0
h100,NVIDIA H100 80GB HBM3,math,2048,64,197450.6,485.38551146160313,197341.5,196605.0,198430.0,15.0,kernel_table,256.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,15728640.0,701656.0,5242880.0,213629.0
h100,NVIDIA H100 80GB HBM3,mea,2048,64,127092.85,62.56220062760277,127070.5,127038.0,127295.0,1.0,kernel_table,32.0,1.0,1.0,32.0,4.0,1.0,128.0,0.0,18944.0,15728640.0,694553.0,5242880.0,216668.0
h100,NVIDIA H100 80GB HBM3,cudnn,256,128,10454.25,23.384373999926126,10463.0,10432.0,10496.0,1.0,kernel_table,2.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,230400.0,3932160.0,367516.0,1310720.0,74464.0
h100,NVIDIA H100 80GB HBM3,flash,256,128,14268.65,102.73792668215263,14271.5,14080.0,14528.0,2.0,kernel_table,4.0,2.0,1.0,128.0,1.0,1.0,244.0,0.0,81920.0,3932160.0,366874.0,1310720.0,75072.0
h100,NVIDIA H100 80GB HBM3,flash3,256,128,15750.35,52.440718410109724,15744.0,15648.0,15840.0,1.0,kernel_table,132.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,216064.0,3932160.0,372893.0,1310720.0,73088.0
h100,NVIDIA H100 80GB HBM3,math,256,128,61424.6,243.3337322755682,61439.0,60927.0,61887.0,15.0,kernel_table,64.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,3932160.0,371260.0,1310720.0,73856.0
h100,NVIDIA H100 80GB HBM3,mea,256,128,17705.35,140.13237163106666,17664.0,17568.0,17984.0,1.0,kernel_table,4.0,1.0,1.0,32.0,8.0,1.0,128.0,0.0,52224.0,3932160.0,366684.0,1310720.0,75102.0
h100,NVIDIA H100 80GB HBM3,cudnn,256,64,9108.75,41.91077615476403,9120.0,8992.0,9152.0,1.0,kernel_table,2.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,230400.0,1966080.0,214490.0,655360.0,48958.0
h100,NVIDIA H100 80GB HBM3,flash,256,64,12874.9,105.01473580808602,12911.5,12576.0,13056.0,1.0,kernel_table,2.0,1.0,1.0,128.0,1.0,1.0,255.0,0.0,49152.0,1966080.0,215037.0,655360.0,48575.0
h100,NVIDIA H100 80GB HBM3,flash3,256,64,16252.7,62.17471139331573,16256.0,16160.0,16384.0,1.0,kernel_table,132.0,1.0,1.0,512.0,1.0,1.0,128.0,0.0,199680.0,1966080.0,217983.0,655360.0,48608.0
h100,NVIDIA H100 80GB HBM3,math,256,64,54088.75,158.64156055977924,54095.0,53854.0,54368.0,15.0,kernel_table,32.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,1966080.0,212576.0,655360.0,48800.0
h100,NVIDIA H100 80GB HBM3,mea,256,64,19313.35,46.8999775558245,19327.5,19232.0,19391.0,1.0,kernel_table,4.0,1.0,1.0,32.0,4.0,1.0,128.0,0.0,18944.0,1966080.0,217021.0,655360.0,48672.0
h100,NVIDIA H100 80GB HBM3,cudnn,4096,128,84058.2,101.339242671648,84047.0,83935.0,84287.0,1.0,kernel_table,32.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,230400.0,62914560.0,2414628.0,20971520.0,770996.0
h100,NVIDIA H100 80GB HBM3,flash,4096,128,61452.0,171.67165722604545,61455.0,61120.0,61759.0,2.0,kernel_table,64.0,4.0,1.0,128.0,1.0,1.0,244.0,0.0,81920.0,62914560.0,2409855.0,20971520.0,777811.0
h100,NVIDIA H100 80GB HBM3,flash3,4096,128,81884.1,226.29252144770024,81871.0,81151.0,82175.0,1.0,kernel_table,132.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,216064.0,62914560.0,2415374.0,20971520.0,781598.0
h100,NVIDIA H100 80GB HBM3,math,4096,128,709272.2,849.2695685116711,709191.0,707703.0,711030.0,15.0,kernel_table,1024.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,62914560.0,2416252.0,20971520.0,779701.0
h100,NVIDIA H100 80GB HBM3,mea,4096,128,225005.15,223.27355772448146,224941.0,224797.0,225693.0,1.0,kernel_table,64.0,1.0,1.0,32.0,8.0,1.0,128.0,0.0,52224.0,62914560.0,2409251.0,20971520.0,777877.0
h100,NVIDIA H100 80GB HBM3,cudnn,4096,64,56269.6,40.72811003923974,56255.0,56223.0,56383.0,1.0,kernel_table,32.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,230400.0,31457280.0,1276310.0,10485760.0,406588.0
h100,NVIDIA H100 80GB HBM3,flash,4096,64,39626.6,159.79012551007747,39647.5,39072.0,39871.0,2.0,kernel_table,64.0,4.0,1.0,128.0,1.0,1.0,255.0,0.0,73728.0,31457280.0,1274733.0,10485760.0,398844.0
h100,NVIDIA H100 80GB HBM3,flash3,4096,64,84564.45,751.0529783682305,84735.5,83231.0,85792.0,1.0,kernel_table,132.0,1.0,1.0,512.0,1.0,1.0,128.0,0.0,199680.0,31457280.0,1278936.0,10485760.0,398781.0
h100,NVIDIA H100 80GB HBM3,math,4096,64,543708.85,928.0212267876318,544074.0,542202.0,545275.0,15.0,kernel_table,512.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,31457280.0,1284269.0,10485760.0,394173.0
h100,NVIDIA H100 80GB HBM3,mea,4096,64,248094.5,87.12151223857884,248109.0,247933.0,248221.0,1.0,kernel_table,64.0,1.0,1.0,32.0,4.0,1.0,128.0,0.0,18944.0,31457280.0,1275636.0,10485760.0,401977.0
h100,NVIDIA H100 80GB HBM3,cudnn,512,128,15342.05,44.44449524850898,15343.5,15264.0,15423.0,1.0,kernel_table,4.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,230400.0,7864320.0,410648.0,2621440.0,126333.0
h100,NVIDIA H100 80GB HBM3,flash,512,128,15636.65,28.12242970711419,15648.0,15583.0,15680.0,2.0,kernel_table,8.0,4.0,1.0,128.0,1.0,1.0,244.0,0.0,81920.0,7864320.0,412635.0,2621440.0,122206.0
h100,NVIDIA H100 80GB HBM3,flash3,512,128,18710.4,93.49719950773644,18720.0,18528.0,18848.0,1.0,kernel_table,132.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,216064.0,7864320.0,409023.0,2621440.0,121758.0
h100,NVIDIA H100 80GB HBM3,math,512,128,67706.25,169.26897779009968,67663.0,67424.0,68191.0,15.0,kernel_table,128.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,7864320.0,410299.0,2621440.0,119711.0
h100,NVIDIA H100 80GB HBM3,mea,512,128,31535.7,199.93317304592182,31488.0,31327.0,32064.0,1.0,kernel_table,8.0,1.0,1.0,32.0,8.0,1.0,128.0,0.0,52224.0,7864320.0,410300.0,2621440.0,122429.0
h100,NVIDIA H100 80GB HBM3,cudnn,512,64,12230.2,39.7910331078432,12224.0,12160.0,12320.0,1.0,kernel_table,4.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,230400.0,3932160.0,372283.0,1310720.0,74783.0
h100,NVIDIA H100 80GB HBM3,flash,512,64,14772.45,74.53820991170976,14783.5,14591.0,14880.0,2.0,kernel_table,8.0,2.0,1.0,128.0,1.0,1.0,255.0,0.0,73728.0,3932160.0,370235.0,1310720.0,75039.0
h100,NVIDIA H100 80GB HBM3,flash3,512,64,19519.85,119.66324458773111,19520.0,19232.0,19776.0,1.0,kernel_table,132.0,1.0,1.0,512.0,1.0,1.0,128.0,0.0,199680.0,3932160.0,374077.0,1310720.0,73246.0
h100,NVIDIA H100 80GB HBM3,math,512,64,68508.0,170.5505018585713,68463.5,68287.0,68895.0,15.0,kernel_table,64.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,3932160.0,369241.0,1310720.0,74462.0
h100,NVIDIA H100 80GB HBM3,mea,512,64,34690.9,85.58338500826947,34687.0,34560.0,34816.0,1.0,kernel_table,8.0,1.0,1.0,32.0,4.0,1.0,128.0,0.0,18944.0,3932160.0,366205.0,1310720.0,75488.0
h100,NVIDIA H100 80GB HBM3,cudnn,8192,128,162379.0,103.01149654797095,162366.0,162238.0,162558.0,1.0,kernel_table,64.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,230400.0,125829120.0,6660211.0,41943040.0,1559535.0
h100,NVIDIA H100 80GB HBM3,flash,8192,128,196728.5,263.7623531654365,196701.0,196317.0,197245.0,2.0,kernel_table,128.0,2.0,1.0,128.0,1.0,1.0,244.0,0.0,81920.0,125829120.0,6648481.0,41943040.0,1545163.0
h100,NVIDIA H100 80GB HBM3,flash3,8192,128,151359.0,253.46109428428946,151391.0,150815.0,151839.0,1.0,kernel_table,132.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,216064.0,125829120.0,6516436.0,41943040.0,1566198.0
h100,NVIDIA H100 80GB HBM3,math,8192,128,2716018.65,1306.2181358490827,2715998.5,2712766.0,2717951.0,15.0,kernel_table,2048.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,125829120.0,6569803.0,41943040.0,1533900.0
h100,NVIDIA H100 80GB HBM3,mea,8192,128,445850.4,377.3015546719822,445962.5,444954.0,446330.0,1.0,kernel_table,128.0,1.0,1.0,32.0,8.0,1.0,128.0,0.0,52224.0,125829120.0,6609614.0,41943040.0,1555469.0
h100,NVIDIA H100 80GB HBM3,cudnn,8192,64,106885.1,132.8738618310416,106911.0,106526.0,107166.0,1.0,kernel_table,64.0,1.0,1.0,384.0,1.0,1.0,168.0,0.0,230400.0,62914560.0,2410752.0,20971520.0,771288.0
h100,NVIDIA H100 80GB HBM3,flash,8192,64,114133.05,149.08191849132015,114142.0,113695.0,114367.0,2.0,kernel_table,128.0,2.0,1.0,128.0,1.0,1.0,255.0,0.0,73728.0,62914560.0,2409248.0,20971520.0,770485.0
h100,NVIDIA H100 80GB HBM3,flash3,8192,64,154648.55,1201.4868190353939,154527.0,153215.0,157471.0,1.0,kernel_table,132.0,1.0,1.0,512.0,1.0,1.0,128.0,0.0,199680.0,62914560.0,2420110.0,20971520.0,779422.0
h100,NVIDIA H100 80GB HBM3,math,8192,64,2077708.35,3156.2832451610248,2077846.5,2071974.0,2084519.0,14.0,kernel_table,1024.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,62914560.0,2410564.0,20971520.0,772341.0
h100,NVIDIA H100 80GB HBM3,mea,8192,64,471910.85,2990.6945729959402,472938.0,466299.0,478522.0,1.0,kernel_table,128.0,1.0,1.0,32.0,4.0,1.0,128.0,0.0,18944.0,62914560.0,2410656.0,20971520.0,776759.0
l4,NVIDIA L4,cudnn,1024,128,60649.35,286.3388267144547,60592.0,60159.0,61344.0,1.0,kernel_table,16.0,1.0,1.0,128.0,1.0,1.0,203.0,0.0,40960.0,15728640.0,1440829.0,5242880.0,426653.0
l4,NVIDIA L4,flash,1024,128,53329.4,279.9064505377316,53328.0,52832.0,53823.0,2.0,kernel_table,16.0,4.0,1.0,128.0,1.0,1.0,240.0,0.0,81920.0,15728640.0,1446622.0,5242880.0,430944.0
l4,NVIDIA L4,math,1024,128,233249.25,1090.2076999119793,233600.0,231008.0,235007.0,15.0,kernel_table,256.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,15728640.0,1447035.0,5242880.0,431518.0
l4,NVIDIA L4,mea,1024,128,96702.1,1323.156628354291,97072.0,91904.0,98528.0,1.0,kernel_table,16.0,1.0,1.0,32.0,8.0,1.0,124.0,0.0,52224.0,15728640.0,1443803.0,5242880.0,427456.0
l4,NVIDIA L4,cudnn,1024,64,60118.35,319.98376192353396,60096.0,59456.0,60640.0,1.0,kernel_table,8.0,1.0,1.0,128.0,1.0,1.0,233.0,0.0,40960.0,7864320.0,806910.0,2621440.0,228928.0
l4,NVIDIA L4,flash,1024,64,36145.55,260.0454363132882,36128.0,35648.0,36928.0,2.0,kernel_table,16.0,4.0,1.0,128.0,1.0,1.0,254.0,0.0,73728.0,7864320.0,805214.0,2621440.0,231198.0
l4,NVIDIA L4,math,1024,64,189357.85,521.2009689169812,189455.5,188288.0,190303.0,15.0,kernel_table,128.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,7864320.0,803069.0,2621440.0,228447.0
l4,NVIDIA L4,mea,1024,64,96659.1,614.6671242910348,96832.0,95583.0,98144.0,1.0,kernel_table,16.0,1.0,1.0,32.0,4.0,1.0,128.0,0.0,18944.0,7864320.0,801566.0,2621440.0,229152.0
l4,NVIDIA L4,cudnn,2048,128,112833.45,900.1190842269003,112991.5,111648.0,114592.0,1.0,kernel_table,32.0,1.0,1.0,128.0,1.0,1.0,203.0,0.0,40960.0,31457280.0,2739741.0,10485760.0,834079.0
l4,NVIDIA L4,flash,2048,128,108329.3,652.2564962053696,108431.5,105920.0,109183.0,2.0,kernel_table,32.0,3.0,1.0,128.0,1.0,1.0,240.0,0.0,81920.0,31457280.0,2736503.0,10485760.0,838142.0
l4,NVIDIA L4,math,2048,128,577499.9,1409.0976918805727,577311.0,574815.0,579679.0,14.0,kernel_table,512.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,31457280.0,2738588.0,10485760.0,839328.0
l4,NVIDIA L4,mea,2048,128,189231.7,1268.985591556873,189344.0,186880.0,191199.0,1.0,kernel_table,32.0,1.0,1.0,32.0,8.0,1.0,124.0,0.0,52224.0,31457280.0,2730072.0,10485760.0,835774.0
l4,NVIDIA L4,cudnn,2048,64,112361.4,1032.8832613509367,112352.0,111008.0,113824.0,1.0,kernel_table,16.0,1.0,1.0,128.0,1.0,1.0,233.0,0.0,40960.0,15728640.0,1445757.0,5242880.0,426784.0
l4,NVIDIA L4,flash,2048,64,65734.2,551.5392432475727,65792.0,63935.0,66335.0,2.0,kernel_table,32.0,3.0,1.0,128.0,1.0,1.0,254.0,0.0,73728.0,15728640.0,1472636.0,5242880.0,427197.0
l4,NVIDIA L4,math,2048,64,468443.45,1284.6418495358726,468783.0,466048.0,470367.0,15.0,kernel_table,256.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,15728640.0,1488509.0,5242880.0,433312.0
l4,NVIDIA L4,mea,2048,64,188239.6,892.0610316623668,188783.5,186496.0,189247.0,1.0,kernel_table,32.0,1.0,1.0,32.0,4.0,1.0,128.0,0.0,18944.0,15728640.0,1448286.0,5242880.0,430048.0
l4,NVIDIA L4,cudnn,256,128,20769.45,61.760552049618894,20736.0,20704.0,20960.0,1.0,kernel_table,4.0,1.0,1.0,128.0,1.0,1.0,203.0,0.0,40960.0,3932160.0,457822.0,1310720.0,129280.0
l4,NVIDIA L4,flash,256,128,22854.35,120.45408603324864,22848.0,22528.0,23232.0,2.0,kernel_table,4.0,2.0,1.0,128.0,1.0,1.0,240.0,0.0,81920.0,3932160.0,454752.0,1310720.0,128416.0
l4,NVIDIA L4,math,256,128,86873.35,409.59135925816037,87024.0,86016.0,87392.0,15.0,kernel_table,64.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,3932160.0,455518.0,1310720.0,131135.0
l4,NVIDIA L4,mea,256,128,28459.15,76.38494960603032,28448.0,28352.0,28640.0,1.0,kernel_table,4.0,1.0,1.0,32.0,8.0,1.0,124.0,0.0,52224.0,3932160.0,452767.0,1310720.0,128992.0
l4,NVIDIA L4,cudnn,256,64,20299.2,215.60822169657146,20336.0,19520.0,20576.0,1.0,kernel_table,2.0,1.0,1.0,128.0,1.0,1.0,233.0,0.0,40960.0,1966080.0,285184.0,655360.0,79584.0
l4,NVIDIA L4,flash,256,64,21299.2,88.94800373488462,21280.0,21184.0,21504.0,1.0,kernel_table,2.0,1.0,1.0,128.0,1.0,1.0,255.0,0.0,49152.0,1966080.0,266783.0,655360.0,79744.0
l4,NVIDIA L4,math,256,64,75889.2,344.8445263715535,75952.0,75328.0,76384.0,15.0,kernel_table,32.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,1966080.0,272223.0,655360.0,81312.0
l4,NVIDIA L4,mea,256,64,28185.45,90.2233923454211,28191.5,28032.0,28384.0,1.0,kernel_table,4.0,1.0,1.0,32.0,4.0,1.0,128.0,0.0,18944.0,1966080.0,272512.0,655360.0,80223.0
l4,NVIDIA L4,cudnn,4096,128,391911.2,2434.7201200872955,391711.5,387167.0,397599.0,1.0,kernel_table,64.0,1.0,1.0,128.0,1.0,1.0,203.0,0.0,40960.0,62914560.0,5297268.0,20971520.0,1626076.0
l4,NVIDIA L4,flash,4096,128,307823.3,1662.5966406418856,308111.0,304320.0,310783.0,2.0,kernel_table,64.0,5.0,1.0,128.0,1.0,1.0,240.0,0.0,81920.0,62914560.0,5364049.0,20971520.0,1622462.0
l4,NVIDIA L4,math,4096,128,3185124.8,9681.906845679785,3185769.5,3165786.0,3213210.0,14.0,kernel_table,1024.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,62914560.0,5376822.0,20971520.0,1624862.0
l4,NVIDIA L4,mea,4096,128,727713.75,4736.138610113784,728718.5,719070.0,737471.0,1.0,kernel_table,64.0,1.0,1.0,32.0,8.0,1.0,124.0,0.0,52224.0,62914560.0,5329974.0,20971520.0,1621531.0
l4,NVIDIA L4,cudnn,4096,64,216612.3,1787.2741992089223,216783.0,212223.0,219071.0,1.0,kernel_table,32.0,1.0,1.0,128.0,1.0,1.0,233.0,0.0,40960.0,31457280.0,2746393.0,10485760.0,834137.0
l4,NVIDIA L4,flash,4096,64,200975.6,1341.7061565507986,201295.0,197312.0,202495.0,2.0,kernel_table,64.0,8.0,1.0,128.0,1.0,1.0,254.0,0.0,73728.0,31457280.0,2789276.0,10485760.0,835294.0
l4,NVIDIA L4,math,4096,64,2738175.8,12263.617366228578,2735387.0,2722843.0,2765691.0,14.0,kernel_table,512.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,31457280.0,2745818.0,10485760.0,837759.0
l4,NVIDIA L4,mea,4096,64,452138.05,4486.951707891157,452895.0,444287.0,462239.0,1.0,kernel_table,64.0,1.0,1.0,32.0,4.0,1.0,128.0,0.0,18944.0,31457280.0,2737498.0,10485760.0,838719.0
l4,NVIDIA L4,cudnn,512,128,34246.25,63.546812417469475,34239.5,34208.0,34464.0,1.0,kernel_table,8.0,1.0,1.0,128.0,1.0,1.0,203.0,0.0,40960.0,7864320.0,803615.0,2621440.0,229375.0
l4,NVIDIA L4,flash,512,128,25510.2,283.8297488209956,25568.0,24448.0,25920.0,2.0,kernel_table,8.0,4.0,1.0,128.0,1.0,1.0,240.0,0.0,81920.0,7864320.0,815743.0,2621440.0,229568.0
l4,NVIDIA L4,math,512,128,123340.25,797.7996632185169,123456.0,121856.0,124448.0,15.0,kernel_table,128.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,7864320.0,803807.0,2621440.0,228191.0
l4,NVIDIA L4,mea,512,128,51457.55,155.51898682526806,51504.0,50912.0,51584.0,1.0,kernel_table,8.0,1.0,1.0,32.0,8.0,1.0,124.0,0.0,52224.0,7864320.0,803613.0,2621440.0,229279.0
l4,NVIDIA L4,cudnn,512,64,33724.6,62.25110440787376,33727.5,33663.0,33888.0,1.0,kernel_table,4.0,1.0,1.0,128.0,1.0,1.0,233.0,0.0,40960.0,3932160.0,457471.0,1310720.0,129536.0
l4,NVIDIA L4,flash,512,64,22395.05,85.81772298859582,22384.0,22272.0,22720.0,2.0,kernel_table,8.0,2.0,1.0,128.0,1.0,1.0,254.0,0.0,73728.0,3932160.0,454336.0,1310720.0,128320.0
l4,NVIDIA L4,math,512,64,107839.65,372.58503444816034,107871.0,107104.0,108384.0,15.0,kernel_table,64.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,3932160.0,466079.0,1310720.0,128768.0
l4,NVIDIA L4,mea,512,64,51646.25,86.55443982044814,51616.0,51456.0,51872.0,1.0,kernel_table,8.0,1.0,1.0,32.0,4.0,1.0,128.0,0.0,18944.0,3932160.0,451488.0,1310720.0,128095.0
l4,NVIDIA L4,cudnn,8192,128,1166660.35,10102.64280835257,1164782.0,1154174.0,1187198.0,1.0,kernel_table,128.0,1.0,1.0,128.0,1.0,1.0,203.0,0.0,40960.0,125829120.0,17664193.0,41943040.0,3265048.0
l4,NVIDIA L4,flash,8192,128,1629385.4,6330.514923764101,1628940.5,1617181.0,1640637.0,1.0,kernel_table,64.0,1.0,1.0,128.0,1.0,1.0,255.0,0.0,49152.0,125829120.0,17693179.0,41943040.0,3265275.0
l4,NVIDIA L4,math,8192,128,12916291.35,15648.363355736532,12921078.5,12876071.0,12945766.0,14.0,kernel_table,2048.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,125829120.0,18672123.0,41943040.0,3271964.0
l4,NVIDIA L4,mea,8192,128,2202899.75,8959.276062595096,2205708.0,2184924.0,2214715.0,1.0,kernel_table,128.0,1.0,1.0,32.0,8.0,1.0,124.0,0.0,52224.0,125829120.0,18149628.0,41943040.0,3260027.0
l4,NVIDIA L4,cudnn,8192,64,770665.7,3524.6182040343783,770351.0,765374.0,778206.0,1.0,kernel_table,64.0,1.0,1.0,128.0,1.0,1.0,233.0,0.0,40960.0,62914560.0,5289396.0,20971520.0,1631231.0
l4,NVIDIA L4,flash,8192,64,834385.3,4296.473414324822,836014.0,824798.0,841023.0,1.0,kernel_table,64.0,1.0,1.0,128.0,1.0,1.0,255.0,0.0,49152.0,62914560.0,5342614.0,20971520.0,1622431.0
l4,NVIDIA L4,math,8192,64,10906590.7,16747.58923766893,10903466.0,10875498.0,10929450.0,14.0,kernel_table,1024.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,62914560.0,5324178.0,20971520.0,1636469.0
l4,NVIDIA L4,mea,8192,64,1134390.0,5868.791321809574,1135358.0,1121598.0,1142430.0,1.0,kernel_table,128.0,1.0,1.0,32.0,4.0,1.0,128.0,0.0,18944.0,62914560.0,5329114.0,20971520.0,1622077.0
rtx2060,NVIDIA GeForce RTX 2060,math,1024,128,2054047.4,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,mea,1024,128,640464.8,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,math,1024,64,1253335.2,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,mea,1024,64,601069.4,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,math,2048,128,2145418.85,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,mea,2048,128,1098378.45,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,math,2048,64,1920507.55,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,mea,2048,64,806266.95,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,math,256,128,1194681.95,,,,,,nvtx_total,,,,,,,,,,,,,
