,GpuName,SeqLen,HeadDim,SM_Util,Tensor_Util,FMA_Util,FMA_Heavy_Util,FMA_Lite_Util,Shared_Util,ALU_Util,ALU_Heavy_Util,FP64_Util,L1_Cache_Util,LTS_Util,DRAM_Util,SFU_Util,SMSP_Util
45,rtx2060,4096,128,0.9848923430370016,0.0,1.8710087148166883,,,0.0,0.3211141677355687,,0.0,0.9848923430370016,0.9554355339904598,2.7264371936163085,0.013514771094989364,0.3276529267293748
46,rtx2060,8192,64,0.9950514569018882,0.0,1.031541117835227,,,0.0,0.28357390628238943,,0.0,0.9950514569018882,0.9589351570606112,2.5015676662498576,0.013476857282550596,0.20890628608771988
47,rtx2060,8192,128,0.990467427328787,0.0,1.7971111560815178,,,0.0,0.28873627573284494,,0.0,0.990467427328787,0.9561296250643061,2.477277928381336,0.012807546138452561,0.3106427511214269
48,rtxpro6000blackwellserveredition,256,64,0.10846960963126812,0.0,0.03643082907290668,0.03112899691834199,0.017394609445707383,,0.024117499574174223,0.012025686234987775,0.0,0.10846960963126812,0.2199275215368556,0.17094762550196593,0.0005922520819193364,0.010301127987660643
49,rtxpro6000blackwellserveredition,256,128,0.16512682475761037,0.0,0.0438586496945166,0.0439300700426009,0.019937203733446547,,0.03740409781945433,0.017386533777801663,0.0,0.16512682475761037,0.2541511587330646,0.24945508459735263,0.0006126852670152524,0.015041830570074436
50,rtxpro6000blackwellserveredition,512,64,0.21803993258846727,0.0,0.12556820915995853,0.09911827219225983,0.06151129881381298,,0.07267644171836281,0.037616890897459586,0.0,0.21803993258846727,0.30453627265743455,0.49571209597536725,0.0021207967614039823,0.032737094246269416
51,rtxpro6000blackwellserveredition,512,128,0.3182909838899546,0.0,0.2147829475159781,0.15064683935850276,0.10879524611978077,,0.09431638877001915,0.049744470851589444,0.0,0.3182909838899546,0.3631114882165474,0.5974102660879723,0.0020306509552864014,0.05030567654780921
52,rtxpro6000blackwellserveredition,1024,64,0.4537617205857258,0.0,0.340673289676085,0.2596449314523594,0.16937750405439883,,0.1885242350346884,0.10025341350330229,0.0,0.4537617205857258,0.44470593547634574,1.2041121584656258,0.00593943178315586,0.0861000074583077
53,rtxpro6000blackwellserveredition,1024,128,0.5324971365132101,0.0,0.5497657773586736,0.36539916362553254,0.2786861568413958,,0.2009124182976981,0.1066172613250048,0.0,0.5324971365132101,0.4970069685939412,1.2670885306621202,0.005301535104541965,0.11549706480828163
54,rtxpro6000blackwellserveredition,2048,64,0.6382277311746622,0.0,0.712830938181958,0.5090208005063077,0.34846861180035904,,0.3075420871251108,0.16301326019941287,0.0,0.6382277311746622,0.5477245580191533,2.386516097892794,0.012696621103738853,0.15879628348566233
